56	10	3	21	49	67	75.73901578668607	1746.4327359617685	837.0	681.1
48	1	2	13	60	8	76.63932342299721	1772.1176258992823	834.0	669.4
24	1	5	32	6	61	76.85101949025486	1466.4715909090924	792.0	667.0
47	3	7	2	26	3	78.34568902448176	1252.1683901292570	851.0	732.5
31	2	27	27	45	0	78.61619267751485	1617.4786864931807	807.0	672.4
8	8	30	17	11	68	79.23295424008117	1557.1120879120854	819.0	686.4
33	6	17	13	10	57	79.41817764165387	1585.0102301790270	782.0	653.0
15	0	21	33	16	1	79.43461644125111	1738.5174969623308	823.0	672.4
46	0	28	37	53	8	80.57769893058864	1725.0951834862385	872.0	716.7
28	10	20	5	114	9	81.00495590062106	1559.0369512195114	820.0	691.0
59	5	30	6	1	16	81.17339351014652	1510.0027644230745	832.0	701.1
10	12	4	8	26	5	81.47416965615032	1574.2472819216189	791.0	650.9
37	2	3	38	8	58	81.61936411953991	1576.8916049382756	810.0	672.5
19	12	5	2	63	103	82.08820451683106	1564.2397390272863	843.0	699.3
1	6	17	4	4	12	82.13965761063811	1440.0258983890976	807.0	681.9
36	10	33	13	51	11	82.27994720540000	1548.3681481481494	810.0	681.4
52	12	22	16	0	8	82.34613487332340	1596.5961963190190	815.0	679.1
27	6	17	31	87	7	82.78707713217659	1873.0926739926720	819.0	660.2
18	2	37	22	99	33	82.82552146956104	1575.6625167336008	747.0	626.5
26	1	25	7	44	35	83.05047319402502	1839.8511138613850	808.0	654.5
39	3	21	2	39	15	83.12390997464074	1430.6787421383630	795.0	674.9
50	0	34	9	28	14	83.43149017142508	1787.3432113341198	847.0	690.5
53	12	21	37	37	17	83.45730755166588	1341.6023170731710	820.0	708.3
58	10	30	14	90	51	83.60118518518507	1704.4185819070900	818.0	675.0
54	13	13	8	83	43	83.67312780809530	1583.8681426814280	813.0	671.6
51	8	2	14	56	14	83.79232271016824	1406.5535499398338	831.0	703.2
23	4	33	38	76	11	83.79813910334711	1623.9035043804720	799.0	665.6
2	0	30	34	52	14	83.86803721363042	1604.8629584352084	818.0	683.3
4	17	27	24	19	9	84.07666883963506	1547.9568019093060	838.0	702.6
12	11	22	0	12	32	84.13918928341921	1702.4294776119405	804.0	655.7
44	8	4	22	19	69	84.62106995884766	1338.7364705882355	850.0	729.0
7	12	30	67	3	10	84.81267062314548	1654.0647420147395	814.0	673.2
16	13	18	25	55	8	85.00764089602998	1348.9001245330020	803.0	692.9
32	9	18	27	57	2	85.53006862922946	1784.1802647412740	831.0	677.7
38	9	21	6	12	62	85.59186708538452	1315.5394968553464	795.0	687.7
34	10	32	21	12	17	86.51940165113180	1572.6288740245252	897.0	750.1
55	19	39	41	58	21	86.67934917118623	1649.8936893203893	824.0	684.5
22	2	21	86	80	22	87.08188894120465	1632.3985365853660	820.0	682.8
11	3	34	19	21	70	87.21840195769919	1626.9531585220525	839.0	697.4
43	3	36	66	7	13	87.30273948544320	1549.0577883472045	841.0	705.4
6	2	22	8	9	44	87.36100864174186	1558.5769414575866	837.0	701.9
20	5	40	17	39	11	87.58221345780167	1795.3841523341550	814.0	663.3
49	6	28	25	72	92	87.71478981498882	1738.2821648216477	813.0	668.9
21	6	21	18	41	17	87.80389603413805	1750.8548199767724	861.0	705.8
41	1	5	45	81	23	88.04355567556549	1554.5174224343673	838.0	700.1
42	8	5	23	53	60	88.40577410840220	1597.9659549228927	843.0	700.9
14	12	12	35	72	96	89.16373679414049	1571.7997572815525	824.0	688.1
45	8	22	27	9	0	89.42355952479164	1346.2948067632851	828.0	713.1
13	1	13	26	80	59	89.95494709428694	1568.6602258469260	797.0	665.3
30	7	12	5	14	84	90.14943994558166	1452.5764488286077	811.0	680.9
0	11	33	16	103	48	90.51878188000680	1581.1179921773132	767.0	643.6
40	14	13	10	37	4	90.56097560975611	1648.1864596273306	805.0	656.0
3	2	40	8	23	124	90.65624860993309	1695.1687263556110	793.0	654.3
25	20	37	85	21	16	91.74799984464808	1429.1790476190492	735.0	626.7
9	16	25	9	85	32	92.28552831273905	1816.9060386473440	828.0	673.6
57	0	38	60	19	45	92.40030349013652	1649.9978616352205	795.0	659.0
17	15	20	23	39	98	92.75005539008824	1550.2615846338538	833.0	702.6
35	4	7	26	70	24	92.96826535529316	1615.5811123986098	863.0	715.7
29	13	35	12	64	28	93.56240436241592	1557.3544632768346	885.0	744.9
5	0	12	27	57	89	94.75655692658980	1603.5068711656422	815.0	678.0
